chr02	29998325	29998815	-
chr02	29999583	29999678	-
chr02	29999767	29999883	-
chr02	30000044	30000173	-
chr02	30000372	30000535	-
chr02	30000732	30000807	-
chr02	30000986	30001070	-
chr02	30001366	30001468	-
chr02	30002609	30002782	-
chr02	30004087	30004573	+
chr02	30008279	30008809	+
chr02	30011065	30011315	+
chr02	30011805	30011890	+
chr02	30013169	30013317	+
chr02	30014087	30014191	+
chr02	30014285	30014401	+
chr02	30014757	30014900	+
chr02	30015025	30015608	+
chr02	30015997	30016669	-
chr02	30016752	30016877	-
chr02	30017101	30017259	-
chr02	30017399	30017569	-
chr02	30017880	30017999	-
chr02	30018071	30018430	-
chr02	30020306	30021192	-
chr02	30021296	30021869	-
chr02	30022885	30023013	-
chr02	30023782	30024000	-
chr02	30024078	30024234	-
chr02	30024480	30024529	-
chr02	30025075	30025934	-
chr02	30051749	30053274	+
chr02	30053885	30053915	-
chr02	30054006	30054101	-
chr02	30054187	30054255	-
chr02	30054332	30054365	-
chr02	30054479	30054556	-
chr02	30054674	30054785	-
chr02	30055082	30055180	-
chr02	30055353	30055445	-
chr02	30056500	30056592	-
chr02	30058351	30058535	-
chr02	30064357	30065072	+
chr02	30065199	30065394	+
chr02	30065500	30065617	+
chr02	30065815	30066171	+
chr02	30067770	30067873	-
chr02	30069159	30069252	-
chr02	30069799	30069980	-
chr02	30070628	30070708	-
chr02	30070799	30070928	-
chr02	30071051	30071236	-
chr02	30071519	30071644	-
chr02	30072165	30072270	+
chr02	30072368	30072462	+
chr02	30072566	30072637	+
chr02	30072721	30072768	+
chr02	30072890	30072973	+
chr02	30073558	30073596	+
chr02	30073728	30073813	+
chr02	30073932	30073994	+
chr02	30074207	30074302	+
chr02	30074420	30074832	+
chr02	30094299	30094497	+
chr02	30096197	30096892	+
chr02	30097389	30097589	+
chr02	30097860	30098164	+
chr02	30098450	30099071	+
chr02	30099171	30100179	-
chr02	30102044	30102836	-
chr02	30103794	30104349	+
chr02	30105719	30105864	+
chr02	30106944	30107095	+
chr02	30107214	30107422	+
chr02	30107524	30107617	+
chr02	30107876	30108042	+
chr02	30108116	30108286	+
chr02	30109429	30109791	+
chr02	30110287	30110664	+
chr02	30110848	30111011	+
chr02	30111108	30111171	+
chr02	30111588	30111721	+
chr02	30111875	30111958	+
chr02	30112086	30112160	+
chr02	30112240	30112311	+
chr02	30112398	30112471	+
chr02	30112723	30112775	+
chr02	30112894	30113003	+
chr02	30113330	30113398	+
chr02	30113481	30113555	+
chr02	30114061	30114153	+
chr02	30114224	30114303	+
chr02	30114383	30114482	+
chr02	30114659	30115092	+
chr02	30115185	30115477	+
chr02	30134552	30135802	-
chr02	30136430	30137416	+
chr02	30137636	30138654	+
chr02	30139910	30140479	-
chr02	30141417	30141500	-
chr02	30141621	30141926	-
chr02	30142040	30142125	-
chr02	30143044	30143451	-
chr02	30144259	30144689	+
chr02	30144821	30144984	+
chr02	30145077	30145160	+
chr02	30145243	30145300	+
chr02	30145598	30145651	+
chr02	30145816	30145887	+
chr02	30146053	30146133	+
chr02	30146867	30147039	+
chr02	30147422	30147524	+
chr02	30147654	30147785	+
chr02	30147938	30148060	+
chr02	30148157	30148310	+
chr02	30148390	30148691	+
chr02	30148857	30149377	+
chr02	30149443	30149897	+
chr02	30150509	30151364	+
chr02	30151479	30151619	+
chr02	30151858	30151989	+
chr02	30152095	30152307	+
chr02	30152407	30152625	+
chr02	30152778	30153125	+
chr02	30153217	30153814	+
chr02	30157602	30158335	-
chr02	30158401	30158659	-
chr02	30160389	30160626	+
chr02	30161082	30161716	+
chr02	30164299	30165376	-
chr02	30191484	30192263	-
chr02	30192404	30192487	-
chr02	30198592	30199847	-
chr02	30206963	30208302	-
chr02	30220529	30221073	+
chr02	30221148	30221248	+
chr02	30222186	30222283	+
chr02	30222954	30223162	+
chr02	30223260	30223312	+
chr02	30223575	30223910	+
chr02	30226673	30227273	+
chr02	30228199	30228266	+
chr02	30228357	30228445	+
chr02	30228553	30228718	+
chr02	30228802	30229091	+
chr02	30229198	30229402	+
chr02	30229519	30229676	+
chr02	30229858	30230624	+
chr02	30232314	30232895	+
chr02	30233285	30233721	-
chr02	30233809	30233986	-
chr02	30234093	30234131	-
chr02	30234210	30235910	-
chr02	30259578	30260078	-
chr02	30260590	30261179	+
chr02	30261717	30262182	-
chr02	30262254	30262457	-
chr02	30262571	30262726	-
chr02	30262842	30263448	-
chr02	30266709	30267669	+
chr02	30268040	30269016	+
chr02	30269117	30269426	+
chr02	30269936	30271898	-
chr02	30276457	30276895	-
chr02	30278346	30278498	-
chr02	30279119	30279262	-
chr02	30282357	30283675	+
chr02	30290561	30293722	-
chr02	30294484	30296264	-
chr02	30296966	30297045	-
chr02	30297218	30297721	-
chr02	30298194	30298337	-
chr02	30298408	30298495	-
chr02	30299253	30299440	-
chr02	30299904	30300058	-
chr02	30300136	30300205	-
chr02	30301446	30301612	-
chr02	30302333	30302400	-
chr02	30304270	30304373	-
chr02	30304443	30304613	-
chr02	30305002	30305139	-
chr02	30305231	30305414	-
chr02	30305645	30306155	-
chr02	30310455	30310805	+
chr02	30311187	30311413	+
chr02	30311541	30311696	+
chr02	30312399	30312584	+
chr02	30312690	30312874	+
chr02	30313077	30313420	+
chr02	30316142	30317376	-
chr02	30317608	30318206	-
chr02	30318287	30318384	-
chr02	30318492	30318551	-
chr02	30318646	30318717	-
chr02	30318843	30318986	-
chr02	30319090	30319161	-
chr02	30319273	30319405	-
chr02	30319582	30319804	-
chr02	30323405	30323772	-
chr02	30324530	30324635	-
chr02	30325294	30325363	-
chr02	30325484	30325665	-
chr02	30325783	30326158	+
chr02	30326249	30326389	+
chr02	30326764	30327078	+
chr02	30327228	30327314	+
chr02	30327413	30327559	+
chr02	30327952	30328049	+
chr02	30328376	30328586	+
chr02	30329095	30329464	+
chr02	30337273	30337347	-
chr02	30337459	30337592	-
chr02	30338683	30338878	-
chr02	30343010	30343475	+
chr02	30343557	30344108	+
chr02	30344210	30344466	+
chr02	30346451	30347235	-
chr02	30347319	30347792	-
chr02	30352709	30356477	-
chr02	30357070	30357708	-
chr02	30358415	30359161	-
chr02	30361907	30362328	-
chr02	30362420	30362551	-
chr02	30362644	30362785	-
chr02	30362883	30363075	-
chr02	30363163	30363396	-
chr02	30363498	30363527	-
chr02	30364801	30365091	+
chr02	30381302	30383485	+
chr02	30392546	30394168	-
chr02	30394235	30394372	-
chr02	30394472	30394645	-
chr02	30394717	30395423	-
chr02	30395508	30395666	-
chr02	30396449	30396728	-
chr02	30398550	30398702	-
chr02	30399017	30399092	-
chr02	30399561	30399663	-
chr02	30399775	30399886	-
chr02	30418497	30418650	+
chr02	30418957	30419083	+
chr02	30419200	30419683	+
chr02	30419807	30419860	+
chr02	30420035	30420295	+
chr02	30420397	30420449	+
chr02	30421097	30421220	+
chr02	30421317	30422085	-
chr02	30422167	30423138	+
chr02	30427787	30428493	+
chr02	30429128	30429305	-
chr02	30429745	30429954	+
chr02	30430140	30430228	+
chr02	30430824	30431738	+
chr02	30432263	30432646	-
chr02	30432800	30432915	-
chr02	30433012	30433086	-
chr02	30433539	30433599	-
chr02	30433704	30434085	-
chr02	30435011	30435396	+
chr02	30435721	30435858	+
chr02	30435964	30436233	+
chr02	30436350	30436489	+
chr02	30436573	30436719	+
chr02	30436825	30437514	+
chr02	30437957	30438368	-
chr02	30438457	30438529	-
chr02	30438599	30438756	+
chr02	30438874	30439191	-
chr02	30439353	30439601	+
chr02	30439716	30439941	+
chr02	30440155	30440296	+
chr02	30440792	30441459	-
chr02	30442597	30442848	-
chr02	30444248	30444454	-
chr02	30444815	30445295	-
chr02	30445365	30445462	+
chr02	30445628	30445886	-
chr02	30445964	30446061	+
chr02	30446179	30446247	-
chr02	30446716	30446806	-
chr02	30447258	30447326	+
chr02	30447417	30447530	-
chr02	30447617	30449509	-
chr02	30449573	30451464	-
chr02	30456665	30457180	+
chr02	30458343	30458418	+
chr02	30459391	30459711	-
chr02	30459802	30461253	-
chr02	30461672	30461771	+
chr02	30461860	30461901	+
chr02	30462001	30462084	+
chr02	30462168	30462331	+
chr02	30462419	30462758	+
chr02	30464063	30464134	-
chr02	30467577	30467867	+
chr02	30467982	30468412	+
chr02	30468782	30469300	-
chr02	30469408	30470101	-
chr02	30472232	30472314	+
chr02	30472404	30472511	+
chr02	30472608	30472679	+
chr02	30472793	30473052	+
chr02	30473738	30475799	-
chr02	30500235	30502285	+
chr02	30518061	30518507	+
chr02	30520342	30520458	+
chr02	30520532	30520984	+
chr02	30521073	30522414	-
chr02	30524530	30524610	+
chr02	30524661	30525359	-
chr02	30526421	30526666	+
chr02	30528644	30529150	+
chr02	30529288	30529375	+
chr02	30529466	30529747	+
chr02	30529833	30529893	+
chr02	30529999	30530535	+
chr02	30533421	30533771	-
chr02	30533868	30534029	-
chr02	30534683	30534804	-
chr02	30534900	30534932	-
chr02	30535021	30535102	-
chr02	30536168	30536325	-
chr02	30539852	30540533	-
chr02	30540629	30540758	-
chr02	30540894	30541112	-
chr02	30542196	30542821	-
chr02	30542996	30543099	-
chr02	30543556	30543737	-
chr02	30543853	30544615	-
chr02	30544701	30544944	-
chr02	30546019	30546164	-
chr02	30546664	30546789	-
chr02	30546910	30547023	-
chr02	30547101	30547268	-
chr02	30547789	30548034	-
chr02	30548111	30548273	-
chr02	30548476	30548570	-
chr02	30548780	30548863	-
chr02	30549275	30549561	-
chr02	30549865	30550078	-
chr02	30550429	30550646	-
chr02	30550892	30551129	-
chr02	30551650	30552624	-
chr02	30552708	30552807	-
chr02	30553200	30553243	-
chr02	30553330	30553567	-
chr02	30554629	30554876	-
chr02	30554978	30555227	-
chr02	30555337	30555449	-
chr02	30555567	30555693	-
chr02	30555783	30555910	-
chr02	30555999	30556338	-
chr02	30557557	30557795	+
chr02	30557942	30558009	+
chr02	30558673	30558993	+
chr02	30559824	30560947	+
chr02	30561275	30561454	-
chr02	30563109	30563575	-
chr02	30567232	30567974	-
chr02	30569066	30569172	+
chr02	30569810	30569975	+
chr02	30573453	30573902	+
chr02	30573996	30574403	+
chr02	30574489	30574743	+
chr02	30576206	30576320	+
chr02	30576417	30577259	+
chr02	30577639	30578133	-
chr02	30578213	30578382	-
chr02	30579927	30580868	-
chr02	30593494	30593977	+
chr02	30594561	30594727	+
chr02	30594794	30595064	+
chr02	30595290	30595555	+
chr02	30595686	30596145	+
chr02	30596399	30597000	-
chr02	30622332	30622899	+
chr02	30625667	30626121	+
chr02	30626257	30626864	+
chr02	30631323	30631647	+
chr02	30631813	30631898	+
chr02	30632017	30632111	+
chr02	30632280	30632405	+
chr02	30632515	30632668	+
chr02	30636022	30636172	+
chr02	30636486	30636599	+
chr02	30636984	30637069	+
chr02	30637385	30637479	+
chr02	30637856	30637990	+
chr02	30638350	30638500	+
chr02	30642391	30642666	+
chr02	30642748	30642873	+
chr02	30643004	30643089	+
chr02	30652526	30652733	+
chr02	30652836	30652970	+
chr02	30653097	30653182	+
chr02	30653690	30653784	+
chr02	30653937	30654062	+
chr02	30654165	30654595	+
chr02	30655286	30656367	+
chr02	30658439	30659078	+
chr02	30669216	30670235	+
chr02	30670326	30671744	+
chr02	30672333	30672860	+
chr02	30674779	30675359	-
chr02	30675543	30675702	-
chr02	30675796	30675887	-
chr02	30675975	30676049	-
chr02	30676177	30676305	-
chr02	30676422	30676509	-
chr02	30676624	30676730	-
chr02	30677151	30677199	-
chr02	30677308	30677411	-
chr02	30677614	30677653	-
chr02	30678344	30678658	-
chr02	30695350	30695696	+
chr02	30696151	30696560	+
chr02	30697205	30698334	+
chr02	30699060	30701125	+
chr02	30701963	30702509	-
chr02	30702796	30702954	-
chr02	30703061	30703193	-
chr02	30703614	30703635	-
chr02	30720855	30721289	+
chr02	30721377	30721472	-
chr02	30723027	30723092	+
chr02	30723161	30723346	-
chr02	30723538	30723708	+
chr02	30723961	30724118	-
chr02	30724211	30724357	-
chr02	30724456	30724541	-
chr02	30724624	30725158	-
chr02	30725243	30725432	-
chr02	30725916	30726453	-
chr02	30729069	30729248	+
chr02	30730966	30731513	+
chr02	30732324	30734139	+
chr02	30734609	30734762	+
chr02	30735562	30736458	+
chr02	30736689	30737587	-
chr02	30738375	30738439	-
chr02	30738546	30738715	-
chr02	30738819	30739002	-
chr02	30740042	30740125	-
